english	chinese
Tom lived in that small house for a little over ten years.	汤姆在那间小房子里住了十多年。
There's no membership fee for joining.	參加不用會員費。
Time passes quickly when we're doing something we like.	在做喜欢的事情的时候时间过去得很快。
My son is engaged to his secretary.	我的兒子和他的秘書訂婚了。
Who is that old man?	那個老男人是誰？
My parents live in Australia.	我的父母住在澳大利亚。
Let me go!	放開我！
Everyone held their breath to see who would win the presidential election.	所有人都屏住呼吸关注着谁会赢得总统竞选。
Tom couldn't read very well until he was thirteen years old.	湯姆十三歲以前讀得不好。
Mary helped her mother with the cooking.	瑪麗幫她母親做飯。
I found your letter in the mailbox.	我在信箱中發現了你的信件。
There is a lot of snow on the roof.	房顶上有很多雪。
There are four seasons in one year.	一年有四季。
I'll drive you to the airport.	我会开车送你去机场。
My pen isn't as good as yours.	我的钢笔不像你那支那么好。
This car isn't worth repairing.	這輛車不值得修理。
I want to introduce you to my friend here.	我想給你介紹一下我身旁這位朋友。
It sounds like they're not going to leave.	听着好像他们不打算走。
He may have been ill.	他可能病了。
You owe me a favor.	你欠我一个人情。
The town was sleeping peacefully.	城市安睡了。
Now it's your serve.	現在該你發球。
What do you do for a living?	您做什麼工作為生？
I am quite ignorant of their plan.	他们的计划我一无所知。
They marched northwest into the Shenandoah Valley.	他們向西北方向進軍，進入了謝南多厄河谷。
They're children.	他们是孩子。
I've just arrived at the airport.	我剛剛抵達了機場。
Tom disturbed Mary.	湯姆打擾了瑪莉。
I always kept my promises.	我一直遵守我的諾言。
He's gone to Nagoya on business.	他因公出差到名古屋。
Do I have to answer all of the questions?	我需要回答所有問題嗎？
Here is your dog. Where is mine?	这是你的狗。我的呢？
Take off your hats.	把你们的帽子摘下来。
I'm just writing a letter to my girlfriend.	我只是在写一封信给我的女友。
She wants to move out and find a place of her own.	她想搬出去，找個屬於自己的地方。
I think you know that's not true.	我认为你知道那不是真的。
The train arrived ten minutes behind time.	列車晚到了十分鐘。
I'm sober.	我很清醒。
I think we've found what we were looking for.	我看我們找到要找的東西了。
There are more important things in life.	人生里有更重要的事情。
I spent twelve hours on the train.	我在火车上待了12小时。
I'm a little confused.	我有一点困惑了。
He likes mathematics, but I don't.	他喜欢数学，但我不喜欢。
Is that going to be OK?	那樣做沒問題嗎？
Tom said that Mary thought that John might be permitted to do that next weekend.	汤姆说玛丽觉得约翰下周末可能被允许那么做。
I know your older brother quite well.	我跟你哥哥很熟。
It was so still that you would have heard a pin drop.	安靜到連針掉在地上的聲音你都會聽得到。
He loves trains.	他喜歡火車。
You need to restart your PC.	您需要重啟電腦。
It's almost midnight here.	這裡已經是午夜了。
Only adults may watch that film.	只有成人可以看那种电影。
Deal with them.	解决他们。
Let's begin.	讓我們開始吧！
Keep your mouth shut and your eyes open.	闭嘴看着。
If you don't leave, I'll sic my dogs on you.	如果你不离开，我就放狗出来咬你。
This doll is a gift from my aunt.	这个洋娃娃是婶婶给我的礼物。
I know Tom knows that I should do that.	我知道汤姆知道我应该这样做
She sometimes gets depressed.	她偶爾有憂鬱的心情。
Are you coming along with us?	你要跟我們一起來嗎？
The hallway needs to be wide enough for a wheelchair.	走廊要夠輪椅寬。
I am positive that he has finished.	我確信他已經完成了。
May I use your car today?	我今天可以借用你的汽车吗?
The meeting has been postponed until tomorrow.	会议已经被延迟到明天了。
Don't begin without me.	我不在就别开始。
I like snow a lot.	我很喜歡雪。
We still have a lot more work to do.	我們還有很多工作要做。
We have to stop the bleeding.	我們必須止血。
I like you very much.	我非常喜歡你。
Scary movies will frighten the children.	恐怖片會嚇到小孩。
Where're Tom's things?	汤姆的东西在哪里？
Tom has just finished eating dinner.	Tom刚吃完晚饭。
I just wish we could leave this horrible place.	我只是希望我们能离开这个可怕的地方。
It's spring.	春天了
These days I'm very busy.	我最近忙得很。
I don't know where my crutches are. Have you seen them?	我不知道把拐杖放哪去了，你有看到嗎？
It's time you went to bed. Turn off the radio.	你该上床了。把收音机关了。
We have enough food.	我們有足夠的食物。
I'm just another man.	我只是个大众脸。
I'm looking forward to seeing you again.	我期待再見到你。
I've had a thing for rabbits ever since.	從那時起，我就愛上兔子了。
I hate my computer.	我恨我的电脑。
Tom isn't the best player on our team.	汤姆不是我们队里最棒的球员。
Would you mind closing the door?	你能把門關一下嗎？
All I really want to do is talk to Tom.	我就想跟湯姆說話。
How cute!	真可爱！
This coffee is too strong for me.	這個咖啡對我來說太濃了。
What color is your car?	你的车什么颜色？
The pain has gone.	疼痛消失了。
I've been coming to work one train earlier lately.	我已經搭了最近比較早一點的火車來上班。
I'm not the least bit worried.	我一點也不擔心。
He works in a factory.	他在一家工廠工作。
I've always fed my dogs in the early evening.	每个傍晚我都会喂我的狗狗们。
I'm worried about my weight.	我担心我的体重。
Don't you feel hot?	你不热吗？
Turn right at the next intersection.	请在下一个十字路口右转。
I'm going to meet him tomorrow.	我明天要跟他見面。
It was cloudy yesterday.	昨天是多雲。
When did Tom ask you to do that?	湯姆是什麼時候讓你去做的？
That isn't important to me.	那对我不重要。
Two beers, please.	请来两杯啤酒。
Tom is the one that has been waiting the longest.	汤姆是等了最长时间的人。
One is Japanese and the other is Italian.	一个是日本人，另一个是意大利人。
I don't think that I'll be able to get there on time.	我估计我无法及时赶到。
People should be the masters of their own destinies.	每個人都應該做自己命運的主人。
I walked as far as the station.	我一直走到火車站。
The number of traffic accidents seems to be on the increase.	交通事故的数量似乎在增长。
But I don't want to.	但是，我不要。
He got angry.	他生气了。
Which book is yours?	哪本是你的书？
I'm not sure what I was thinking.	我不确定当时我正在想什么。
I'm dripping with sweat.	我正流着汗。
This is the end.	這是結束。
We found the boy fast asleep.	我們發現這個男孩睡得很沉。
She left here right away.	她馬上離開了這裡。
Wasn't your name on the list?	你的名字不在名單上嗎？
Why am I still here?	为什么我还在这里？
There are many birds in this forest.	这个森林里有很多小鸟。
The whole process will take months.	整个过程需要耗费数月。
Tom was wearing a yellow shirt with a blue tie.	湯姆穿著一件黃色襯衫，繫著一條藍色領帶。
His dress is that of a gentleman, but his speech and behavior are those of a clown.	他衣着像个绅士，言行举止却像个小丑。
That's peculiar.	奇怪。
I sometimes watch TV.	我有時看電視。
I want more detailed information.	我要更多詳細的訊息。
A ball is floating down the river.	一個球正順流而下。
When did you begin studying English?	你什么时候开始学英语的？
I overslept.	我睡过头了。
Tom's check bounced.	汤姆的支票被退票了。
Tom knew when Mary would be arriving.	汤姆知道玛丽什么时候来。
I have eight brothers and sisters.	我有八個兄弟姐妹。
I'm interested in swimming.	我对游泳很感兴趣。
As soon as the door opened, they ran away.	门一开，他们就逃走了。
It's started raining again.	又开始下雨了。
Tom is now a software engineer.	湯姆現在是軟體工程師。
Always do right. This will gratify some people and astonish the rest.	坚持做对的事情。这会满足一部分人同时使另一部分人感到惊讶。
I'm not going to give up.	我不会放弃的。
What are you guys going to do?	你们这些家伙想去干什么？
He thinks that only very well trained actors can be really successful.	他认为只有训练有素的演员才能够获得成功。
I'm sorry to hear it.	我听了感到抱歉。
If it weren't for water, humans wouldn't survive.	沒有水，人類就活不下去。
How curious!	真奇怪。
I like red wine better than white.	我喜歡紅葡萄酒勝過白葡萄酒。
Tom has never been in prison.	湯姆從沒進過監獄。
I'll explain everything to you.	我会向你全部解释清楚的。
There is a good chance that gasoline prices will go up.	油价上涨的可能性很高。
